Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000211592,IGKC,Gene Expression,0.5290047622497088,0.0,0.0,1069,0.16218003258217384,114
ENSG00000211897,IGHG3,Gene Expression,0.34398926952404985,0.0,0.0,801,0.14061690766719162,103
ENSG00000186847,KRT14,Gene Expression,0.3368253603889255,0.0,0.0,29985,3.0451535260943983,434
ENSG00000143546,S100A8,Gene Expression,0.3213381821802306,0.0,0.0,62455,4.9901253817128675,483
ENSG00000112378,PERP,Gene Expression,0.27479633536268977,0.0,0.0,4954,0.4028842826280308,281
ENSG00000186081,KRT5,Gene Expression,0.2675997732961275,0.0,0.0,34746,3.232762405728986,449
ENSG00000143556,S100A7,Gene Expression,0.2611865656116598,0.0,0.0,17905,1.5397095792832383,378
ENSG00000134824,FADS2,Gene Expression,0.26001756853303537,0.0,0.0,119,0.09371841851215525,58
ENSG00000163220,S100A9,Gene Expression,0.2536208501004909,0.0,0.0,64870,5.295636913367973,487
ENSG00000188536,HBA2,Gene Expression,0.2518178646981659,0.0,0.0,300,1.1584253985136783,171
ENSG00000159516,SPRR2G,Gene Expression,0.2501862538348572,0.0,0.0,6521,0.5505489904558408,299
ENSG00000186395,KRT10,Gene Expression,0.24990501637600393,0.0,0.0,56656,5.064841055183012,487
ENSG00000081277,PKP1,Gene Expression,0.24888431139084363,0.0,0.0,3702,0.27238218392902275,267
ENSG00000168542,COL3A1,Gene Expression,0.2398902311592606,0.0,0.0,2357,1.9234680424055437,409
ENSG00000111404,RERGL,Gene Expression,0.2355030070862269,0.0,0.0,21,0.0014851979890874913,9
ENSG00000108821,COL1A1,Gene Expression,0.2353164458246602,0.0,0.0,2389,1.713492976757362,397
ENSG00000167768,KRT1,Gene Expression,0.23293370501851138,0.0,0.0,42935,4.4794126668776375,471
ENSG00000165272,AQP3,Gene Expression,0.22926276182837863,0.0,0.0,5187,0.43452041182179946,277
ENSG00000119411,BSPRY,Gene Expression,0.22607546579426724,0.0,0.0,122,0.00273581367794023,52
ENSG00000075624,ACTB,Gene Expression,0.2209913215930213,0.0,0.0,7378,0.9644623577168331,359
ENSG00000188508,KRTDAP,Gene Expression,0.2189647703600095,0.0,0.0,13696,1.1593376245638374,360
ENSG00000142273,CBLC,Gene Expression,0.21700984767320042,0.0,0.0,255,0.009838801233533333,96
ENSG00000103740,ACSBG1,Gene Expression,0.2157464332113515,0.0,0.0,77,0.039698887262963674,47
ENSG00000167656,LY6D,Gene Expression,0.20913447787650596,0.0,0.0,3871,0.34474788418533286,268
ENSG00000160710,ADAR,Gene Expression,0.20780945887858962,0.0,0.0,445,0.02643068901038523,145
ENSG00000171346,KRT15,Gene Expression,0.20738118313737552,0.0,0.0,2932,0.23772269278615768,236
ENSG00000274641,HIST1H2BO,Gene Expression,0.20626803032241772,0.0,0.0,349,0.023366140246866604,112
ENSG00000173801,JUP,Gene Expression,0.2019943703545972,0.0,0.0,3776,0.3252659471273629,275
ENSG00000198729,PPP1R14C,Gene Expression,0.20008545726158908,0.0,0.0,374,0.013934155046578175,106
ENSG00000198467,TPM2,Gene Expression,0.19963356843788968,0.0,0.0,185,0.054314693474738475,91
ENSG00000184357,HIST1H1B,Gene Expression,0.19446466820139127,0.0,0.0,957,0.09639423347991401,198
ENSG00000254772,EEF1G,Gene Expression,0.19072197273361385,0.0,0.0,4400,0.5167831029307616,324
ENSG00000114942,EEF1B2,Gene Expression,0.190028391098426,0.0,0.0,2109,0.19536790158151238,255
ENSG00000102837,OLFM4,Gene Expression,0.18543048339696555,0.0,0.0,76,0.02407443061659566,24
ENSG00000124102,PI3,Gene Expression,0.1833153560317882,0.0,0.0,2289,0.1379417432498686,208
ENSG00000019582,CD74,Gene Expression,0.18083840579447755,0.0,0.0,1764,0.2572691765690684,266
ENSG00000163874,ZC3H12A,Gene Expression,0.18045801830989439,0.0,0.0,561,0.031256303351274745,152
ENSG00000137699,TRIM29,Gene Expression,0.18011092467601392,0.0,0.0,4510,0.42874773604458477,296
ENSG00000103126,AXIN1,Gene Expression,0.17971431220500084,0.0,0.0,67,0.0036667896504259446,52
ENSG00000026508,CD44,Gene Expression,0.17856836328088943,0.0,0.0,3409,0.32630334189083543,274
ENSG00000112096,SOD2,Gene Expression,0.17601519303484192,0.0,0.0,815,0.0755263367905674,204
ENSG00000158246,TENT5B,Gene Expression,0.1743623965867666,0.0,0.0,214,0.00953452327958206,97
ENSG00000106123,EPHB6,Gene Expression,0.17041799535816524,0.0,0.0,386,0.018558699806534042,122
ENSG00000186526,CYP4F8,Gene Expression,0.16787555004882285,0.0,0.0,46,0.020434465690250564,20
ENSG00000164692,COL1A2,Gene Expression,0.16775281655322932,0.0,0.0,2228,1.7835173917726312,404
ENSG00000163207,IVL,Gene Expression,0.16716215554373004,0.0,0.0,1212,0.07390518805602712,169
ENSG00000079246,XRCC5,Gene Expression,0.16549610356446892,0.0,0.0,783,0.07351917794449006,199
ENSG00000198626,RYR2,Gene Expression,0.16397082693335954,0.0,0.0,6,0.00038908854500644134,6
ENSG00000136002,ARHGEF4,Gene Expression,0.16202126648850468,0.0,0.0,361,0.015481392882212385,112
ENSG00000171766,GATM,Gene Expression,0.16170390671074555,0.0,0.0,306,0.013991496772005759,112
ENSG00000169710,FASN,Gene Expression,0.16157338397094972,0.0,0.0,646,0.1906274602343712,198
ENSG00000189001,SBSN,Gene Expression,0.15875437035152362,0.0,0.0,5308,0.4652857702266729,277
ENSG00000116044,NFE2L2,Gene Expression,0.1585883866207894,0.0,0.0,860,0.06653311556022827,194
ENSG00000123064,DDX54,Gene Expression,0.15742967228771698,0.0,0.0,138,0.006875153687947693,87
ENSG00000104881,PPP1R13L,Gene Expression,0.15720918613531742,0.0,0.0,227,0.01137718392934619,105
ENSG00000137267,TUBB2A,Gene Expression,0.1565821519945277,0.0,0.0,548,0.029623607446861554,141
ENSG00000165949,IFI27,Gene Expression,0.15563566066351178,0.0,0.0,2373,0.22598209306162298,238
ENSG00000104714,ERICH1,Gene Expression,0.15316600388704496,0.0,0.0,85,0.006713862319288949,60
ENSG00000155368,DBI,Gene Expression,0.15213718913920282,0.0,0.0,2993,0.320851270965149,275
ENSG00000186832,KRT16,Gene Expression,0.15187567920458664,0.0,0.0,8501,0.7673968102153539,316
ENSG00000171634,BPTF,Gene Expression,0.1518449829914532,0.0,0.0,203,0.010045795946943773,94
ENSG00000162552,WNT4,Gene Expression,0.15161413510293492,0.0,0.0,354,0.01675931945873069,102
ENSG00000139734,DIAPH3,Gene Expression,0.14920279795211527,0.0,0.0,22,0.00040109471441283944,16
ENSG00000011465,DCN,Gene Expression,0.1487975884605836,0.0,0.0,1534,1.1166642587139117,350
ENSG00000072756,TRNT1,Gene Expression,0.14807617012327878,0.0,0.0,30,0.0012306911200682584,28
ENSG00000116791,CRYZ,Gene Expression,0.14623647197757003,0.0,0.0,22,0.0007725832111586106,22
ENSG00000102554,KLF5,Gene Expression,0.14594775967343696,0.0,0.0,1387,0.09687274816663743,198
ENSG00000174564,IL20RB,Gene Expression,0.14580205046172065,0.0,0.0,443,0.022656548554266968,131
ENSG00000278828,HIST1H3H,Gene Expression,0.145596212890762,0.0,0.0,671,0.059262609067668,168
ENSG00000187514,PTMA,Gene Expression,0.1452635641214592,0.0,0.0,81,0.002857905205153522,57
ENSG00000171056,SOX7,Gene Expression,0.1442558052220428,0.0,0.0,208,0.009947713498304677,89
ENSG00000168476,REEP4,Gene Expression,0.1437777424021409,0.0,0.0,341,0.017378853128171414,120
ENSG00000103067,ESRP2,Gene Expression,0.14354355227401913,0.0,0.0,311,0.013915112635193986,101
ENSG00000232629,HLA-DQB2,Gene Expression,0.1431322182246245,0.0,0.0,143,0.005266441774207077,64
ENSG00000109101,FOXN1,Gene Expression,0.14298125499188988,0.0,0.0,93,0.003669392611686752,51
ENSG00000142864,SERBP1,Gene Expression,0.14257381324493845,0.0,0.0,1661,0.1561675279920851,232
ENSG00000182253,SYNM,Gene Expression,0.14243726148140365,0.0,0.0,42,0.02962416312227669,25
ENSG00000108528,SLC25A11,Gene Expression,0.14196140936238588,0.0,0.0,245,0.01895208167718642,116
ENSG00000136156,ITM2B,Gene Expression,0.14104531286535282,0.0,0.0,4963,0.4668734482461929,303
ENSG00000065618,COL17A1,Gene Expression,0.14076870868240363,0.0,0.0,2235,0.19048766809768145,224
ENSG00000275342,PRAG1,Gene Expression,0.1407197157466387,0.0,0.0,39,0.0009068085450462305,29
ENSG00000166710,B2M,Gene Expression,0.14054299327933503,0.0,0.0,7594,1.0096731983203846,369
ENSG00000215251,FASTKD5,Gene Expression,0.13972972665508362,0.0,0.0,57,0.0020015578187607104,43
ENSG00000170315,UBB,Gene Expression,0.13960412435074915,0.0,0.0,1496,0.16617439907095163,242
ENSG00000183337,BCOR,Gene Expression,0.13919045297549068,0.0,0.0,74,0.004132191221433891,59
ENSG00000213523,SRA1,Gene Expression,0.139162610652564,0.0,0.0,108,0.004476423427040827,70
ENSG00000137203,TFAP2A,Gene Expression,0.13908504387118492,0.0,0.0,364,0.022827124464861605,122
ENSG00000102317,RBM3,Gene Expression,0.13882072784650426,0.0,0.0,1562,0.1541363410569083,226
ENSG00000143498,TAF1A,Gene Expression,0.13861334231466202,0.0,0.0,12,0.00025214967538900857,12
ENSG00000035141,FAM136A,Gene Expression,0.13847384571138202,0.0,0.0,115,0.0068575214168150435,77
ENSG00000109971,HSPA8,Gene Expression,0.13706639745001986,0.0,0.0,2259,0.19544949756524715,241
ENSG00000197641,SERPINB13,Gene Expression,0.13574609532932388,0.0,0.0,481,0.02609463108721036,124
ENSG00000158955,WNT9B,Gene Expression,0.13541371504430358,0.0,0.0,6,0.0001944765672289196,6
ENSG00000111875,ASF1A,Gene Expression,0.1353174777809663,0.0,0.0,74,0.0037182290420603443,56
ENSG00000247595,SPTY2D1OS,Gene Expression,0.13496710319582614,0.0,0.0,21,0.00037247169355472416,18
ENSG00000178585,CTNNBIP1,Gene Expression,0.13380594736633422,0.0,0.0,1315,0.08157973709067586,187
ENSG00000065534,MYLK,Gene Expression,0.13371758486164614,0.0,0.0,164,0.08605793554069477,78
ENSG00000204420,MPIG6B,Gene Expression,0.13336857241592318,0.0,0.0,5,9.227237017126125e-05,5
