Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000167768,KRT1,Gene Expression,0.28324766863452644,0.0,0.0,9271,1.2114550556582167,377
ENSG00000163220,S100A9,Gene Expression,0.23448743516254528,0.0,0.0,265,0.026255708325181294,61
ENSG00000186395,KRT10,Gene Expression,0.23131192528045816,0.0,0.0,18275,2.6036168250860965,464
ENSG00000175315,CST6,Gene Expression,0.20866289133225163,0.0,0.0,304,0.02130639240369633,87
ENSG00000089685,BIRC5,Gene Expression,0.17336311115292025,0.0,0.0,3,9.302292501972711e-05,3
ENSG00000112378,PERP,Gene Expression,0.1712285184484341,0.0,0.0,1116,0.12353936663323054,198
ENSG00000186081,KRT5,Gene Expression,0.16892654623149095,0.0,0.0,5215,0.6859433121850576,330
ENSG00000053747,LAMA3,Gene Expression,0.16889659025395665,0.0,0.0,56,0.003557706705779648,39
ENSG00000186847,KRT14,Gene Expression,0.16550482411532505,0.0,0.0,4226,0.5715618737950384,297
ENSG00000011465,DCN,Gene Expression,0.15781764404266507,0.0,0.0,1031,0.9032594045885877,370
ENSG00000117394,SLC2A1,Gene Expression,0.1554242067708109,0.0,0.0,107,0.007638813017598035,58
ENSG00000188508,KRTDAP,Gene Expression,0.1547977521065993,0.0,0.0,2789,0.39523489089116837,288
ENSG00000172867,KRT2,Gene Expression,0.15388857346501256,0.0,0.0,1594,0.20112596503399868,215
ENSG00000203782,LOR,Gene Expression,0.15087907659201286,0.0,0.0,2598,0.33165763004505,262
ENSG00000166869,CHP2,Gene Expression,0.15062429777284125,0.0,0.0,90,0.007442373133991812,53
ENSG00000204628,RACK1,Gene Expression,0.13834697022035997,0.0,0.0,508,0.05956904121306427,150
ENSG00000163563,MNDA,Gene Expression,0.134989459848212,0.0,0.0,6,0.0001774309354878509,5
ENSG00000203837,PNLIPRP3,Gene Expression,0.1323009795091585,0.0,0.0,4,6.385918222557831e-05,3
ENSG00000138606,SHF,Gene Expression,0.12570568493611017,0.0,0.0,9,0.0002963301002880528,6
ENSG00000070366,SMG6,Gene Expression,0.12468317827928564,0.0,0.0,37,0.005500295727966062,32
ENSG00000145246,ATP10D,Gene Expression,0.1233409156458721,0.0,0.0,31,0.002880167585667709,29
ENSG00000197724,PHF2,Gene Expression,0.12208247454763815,0.0,0.0,35,0.0033977145473477414,29
ENSG00000011201,ANOS1,Gene Expression,0.12164002402159126,0.0,0.0,4,7.840742273104723e-05,3
ENSG00000163216,SPRR2D,Gene Expression,0.11802151522918866,0.0,0.0,67,0.006069097096870641,35
ENSG00000108861,DUSP3,Gene Expression,0.11771915069743817,0.0,0.0,41,0.001893394440276578,32
ENSG00000112282,MED23,Gene Expression,0.11648079210777912,0.0,0.0,26,0.001226971912157334,20
ENSG00000205542,TMSB4X,Gene Expression,0.11646354052665342,0.0,0.0,1154,0.30395018852964817,278
ENSG00000115884,SDC1,Gene Expression,0.11570380173279263,0.0,0.0,410,0.04124821453362649,115
ENSG00000075275,CELSR1,Gene Expression,0.11183667096061227,0.0,0.0,63,0.0033575611109136366,37
ENSG00000269855,RNF225,Gene Expression,0.1118268376055055,0.0,0.0,52,0.0025879999114314847,37
ENSG00000213853,EMP2,Gene Expression,0.11056109973706878,0.0,0.0,123,0.013283160383867608,69
ENSG00000096696,DSP,Gene Expression,0.110103220854633,0.0,0.0,1409,0.17504465569484018,220
ENSG00000144452,ABCA12,Gene Expression,0.10851309318203387,0.0,0.0,125,0.010514194939802785,62
ENSG00000165272,AQP3,Gene Expression,0.10699885555165314,0.0,0.0,507,0.048253725125641904,129
ENSG00000080608,PUM3,Gene Expression,0.10694667001835043,0.0,0.0,29,0.0024546216522232404,26
ENSG00000091140,DLD,Gene Expression,0.10640393759057722,0.0,0.0,46,0.0034340312713770447,35
ENSG00000048740,CELF2,Gene Expression,0.10596862044963443,0.0,0.0,14,0.001184923237145977,13
ENSG00000182253,SYNM,Gene Expression,0.10577654178395544,0.0,0.0,21,0.0037616252414720587,15
ENSG00000269858,EGLN2,Gene Expression,0.10576851333422084,0.0,0.0,28,0.0025404486306360276,23
ENSG00000240972,MIF,Gene Expression,0.10575732198598171,0.0,0.0,172,0.013590936442650685,75
ENSG00000172508,CARNS1,Gene Expression,0.10554615168899782,0.0,0.0,6,0.0004619213233846166,6
ENSG00000176194,CIDEA,Gene Expression,0.10498032968260809,0.0,0.0,4,7.990682223150543e-05,3
ENSG00000137880,GCHFR,Gene Expression,0.10490386026043648,0.0,0.0,8,0.0001695617590422306,7
ENSG00000087263,OGFOD1,Gene Expression,0.10423816652578329,0.0,0.0,21,0.0024016052133322375,19
ENSG00000149591,TAGLN,Gene Expression,0.10390541388636446,0.0,0.0,61,0.009568529630242791,24
ENSG00000213462,ERV3-1,Gene Expression,0.10377546838291614,0.0,0.0,29,0.003592639624011718,23
ENSG00000108599,AKAP10,Gene Expression,0.10295237400585637,0.0,0.0,24,0.0014370817377980063,24
ENSG00000134760,DSG1,Gene Expression,0.10018695468162257,1.5543122344752192e-15,1.4692164351633025e-13,1328,0.17668926554343264,215
ENSG00000154813,DPH3,Gene Expression,0.09960116435053712,0.0,0.0,14,0.0025348155311648492,13
ENSG00000170684,ZNF296,Gene Expression,0.09931641962318873,0.0,0.0,11,0.0005997921194050234,9
ENSG00000175768,TOMM5,Gene Expression,0.09908902361320969,0.0,0.0,30,0.0009991689200705412,20
ENSG00000115457,IGFBP2,Gene Expression,0.09901557950300366,0.0,0.0,8,0.0002968045073148328,7
ENSG00000087470,DNM1L,Gene Expression,0.09885939252004272,0.0,0.0,28,0.0013330251673192358,21
ENSG00000166126,AMN,Gene Expression,0.09868294816566381,0.0,0.0,8,0.00023378267277051603,8
ENSG00000138658,ZGRF1,Gene Expression,0.09713605912395479,0.0,0.0,9,0.00035039883296871085,7
ENSG00000070731,ST6GALNAC2,Gene Expression,0.09652306877308019,4.440892098500626e-16,4.3221393542370164e-14,62,0.0037060635282567863,42
