Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000182585,EPGN,Gene Expression,0.35205105669368825,0.0,0.0,190,0.0025909299911040452,77
ENSG00000129235,TXNDC17,Gene Expression,0.32018348809092034,0.0,0.0,311,0.006215840229428948,123
ENSG00000175084,DES,Gene Expression,0.30888452942824746,0.0,0.0,256,0.12175293264699608,51
ENSG00000163017,ACTG2,Gene Expression,0.30243450554302215,0.0,0.0,247,0.1015279439842061,53
ENSG00000186395,KRT10,Gene Expression,0.3001089801920645,0.0,0.0,78222,5.81228841096573,574
ENSG00000151503,NCAPD3,Gene Expression,0.28941970943682627,0.0,0.0,232,0.004972325565469724,119
ENSG00000139044,B4GALNT3,Gene Expression,0.27756809941142613,0.0,0.0,282,0.0038663457166327685,93
ENSG00000175832,ETV4,Gene Expression,0.2753399517842956,0.0,0.0,67,0.0010080575180799066,48
ENSG00000150527,MIA2,Gene Expression,0.2734877399629173,0.0,0.0,118,0.0022443977538971704,75
ENSG00000142675,CNKSR1,Gene Expression,0.27338012274645934,0.0,0.0,195,0.0034859450734567653,94
ENSG00000237649,KIFC1,Gene Expression,0.2703645815005048,0.0,0.0,107,0.0015162623179048218,54
ENSG00000172867,KRT2,Gene Expression,0.2538783648505412,0.0,0.0,3077,0.13464778945300523,221
ENSG00000176890,TYMS,Gene Expression,0.25241755371734886,0.0,0.0,211,0.0038574196011224105,87
ENSG00000171124,FUT3,Gene Expression,0.243594568346187,0.0,0.0,76,0.0009475665907497956,44
ENSG00000151320,AKAP6,Gene Expression,0.2407528191981573,0.0,0.0,38,0.0007011602345115937,34
ENSG00000188536,HBA2,Gene Expression,0.23932951622301268,0.0,0.0,177,0.23636153590114153,94
ENSG00000112378,PERP,Gene Expression,0.23736440120993396,0.0,0.0,14701,0.6173671214322485,343
ENSG00000167768,KRT1,Gene Expression,0.2364865629406868,0.0,0.0,36635,2.2778268523873195,493
ENSG00000118193,KIF14,Gene Expression,0.23348817338083647,0.0,0.0,40,0.0005897747043589331,30
ENSG00000068885,IFT80,Gene Expression,0.23144736679198655,0.0,0.0,111,0.002316204953263852,71
ENSG00000099810,MTAP,Gene Expression,0.2304651476676861,0.0,0.0,140,0.002397106513703935,78
ENSG00000172137,CALB2,Gene Expression,0.23015348545581327,0.0,0.0,53,0.0004888851182270291,22
ENSG00000103222,ABCC1,Gene Expression,0.22731728922537395,0.0,0.0,580,0.012620557320470327,156
ENSG00000197774,EME2,Gene Expression,0.2263364841715669,0.0,0.0,114,0.0020669627791882017,77
ENSG00000064225,ST3GAL6,Gene Expression,0.22560207452199435,0.0,0.0,118,0.0017588595377889503,73
ENSG00000196754,S100A2,Gene Expression,0.22225550000754316,0.0,0.0,17826,0.6937935727034851,346
ENSG00000100344,PNPLA3,Gene Expression,0.22137830544496528,0.0,0.0,58,0.0008819719256009974,36
ENSG00000276045,ORAI1,Gene Expression,0.21952464848447203,0.0,0.0,326,0.008194461964780497,132
ENSG00000087586,AURKA,Gene Expression,0.21904762992962143,0.0,0.0,74,0.0010493466172430375,43
ENSG00000167914,GSDMA,Gene Expression,0.21897963938758477,0.0,0.0,794,0.014316362491559596,128
ENSG00000146826,MAP11,Gene Expression,0.21862703575281928,0.0,0.0,151,0.0029771268752473447,90
ENSG00000107404,DVL1,Gene Expression,0.21815490753930553,0.0,0.0,370,0.008530764872217338,145
ENSG00000186847,KRT14,Gene Expression,0.21681343061227637,0.0,0.0,37781,2.233559348648818,477
ENSG00000101335,MYL9,Gene Expression,0.2160933959533916,0.0,0.0,748,0.29470535930515673,187
ENSG00000050730,TNIP3,Gene Expression,0.21467296014979603,0.0,0.0,231,0.004855461161872475,95
ENSG00000142856,ITGB3BP,Gene Expression,0.2134068864838843,0.0,0.0,107,0.0020465432530040535,67
ENSG00000143942,CHAC2,Gene Expression,0.21171782562222877,0.0,0.0,40,0.0005914497773467941,38
ENSG00000160949,TONSL,Gene Expression,0.2080043856342953,0.0,0.0,116,0.0022567045485612077,68
ENSG00000176928,GCNT4,Gene Expression,0.20793865207392803,0.0,0.0,152,0.0023200329642085265,80
ENSG00000130649,CYP2E1,Gene Expression,0.2070928918149281,0.0,0.0,116,0.0015604025903583501,63
ENSG00000111344,RASAL1,Gene Expression,0.20632926327100004,0.0,0.0,272,0.0038860880279234615,77
ENSG00000100564,PIGH,Gene Expression,0.2056697976456169,0.0,0.0,101,0.001754934343474047,75
ENSG00000100580,TMED8,Gene Expression,0.20493837609137716,0.0,0.0,86,0.0016554330508477624,61
