Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000160211,G6PD,Gene Expression,0.32509476221081707,0.0,0.0,53,0.0002750162146568137,20
ENSG00000117448,AKR1A1,Gene Expression,0.2651311183927472,0.0,0.0,39,0.00021087571662489025,19
ENSG00000147155,EBP,Gene Expression,0.26400176817883886,0.0,0.0,34,0.00018470253413261828,17
ENSG00000143158,MPC2,Gene Expression,0.2596009097545475,0.0,0.0,43,0.00029552182482368524,20
ENSG00000135218,CD36,Gene Expression,0.25172215028958034,0.0,0.0,20,0.00013276186135537086,12
ENSG00000052802,MSMO1,Gene Expression,0.2488630978379391,0.0,0.0,85,0.0005545923504168758,21
ENSG00000110104,CCDC86,Gene Expression,0.24244111770512367,0.0,0.0,23,0.00017397899672212918,18
ENSG00000157045,NTAN1,Gene Expression,0.22803614869848488,0.0,0.0,24,0.00012314412198050653,13
ENSG00000111907,TPD52L1,Gene Expression,0.22383313807303673,0.0,0.0,34,0.00017442275952085867,19
ENSG00000221869,CEBPD,Gene Expression,0.22209638535630777,0.0,0.0,37,0.00019211544608940237,26
ENSG00000143797,MBOAT2,Gene Expression,0.20748187468296217,0.0,0.0,51,0.000349683138501417,28
ENSG00000101084,RAB5IF,Gene Expression,0.20180557523341394,0.0,0.0,53,0.0003919992699098998,31
ENSG00000136867,SLC31A2,Gene Expression,0.201746052593008,0.0,0.0,24,0.0001524631333654124,18
ENSG00000154518,ATP5MC3,Gene Expression,0.1987440385303248,0.0,0.0,136,0.0011231641594514259,42
ENSG00000087470,DNM1L,Gene Expression,0.18687560826205477,0.0,0.0,8,3.070023553077096e-05,7
ENSG00000173124,ACSM6,Gene Expression,0.18528862241216257,0.0,0.0,14,7.446334099749902e-05,10
ENSG00000146386,ABRACL,Gene Expression,0.18429917036623142,0.0,0.0,18,8.722398203180912e-05,17
ENSG00000100372,SLC25A17,Gene Expression,0.1831643471221848,0.0,0.0,15,7.285371216702151e-05,10
ENSG00000139405,RITA1,Gene Expression,0.18144669825251647,0.0,0.0,6,3.362140314402998e-05,6
ENSG00000054690,PLEKHH1,Gene Expression,0.18133532080897216,0.0,0.0,12,7.488215624188222e-05,11
ENSG00000117479,SLC19A2,Gene Expression,0.1801513603116498,0.0,0.0,11,4.9672946225455575e-05,9
ENSG00000134824,FADS2,Gene Expression,0.17998404488718447,0.0,0.0,614,0.014371917677273508,58
ENSG00000073737,DHRS9,Gene Expression,0.17996794661502802,0.0,0.0,17,7.15527507767172e-05,7
ENSG00000100341,PNPLA5,Gene Expression,0.17905417915780356,0.0,0.0,12,7.227591716185945e-05,7
ENSG00000100344,PNPLA3,Gene Expression,0.17789523638755586,0.0,0.0,23,0.00012239679192895927,11
ENSG00000132915,PDE6A,Gene Expression,0.1773581830597598,0.0,0.0,18,0.00010691191069248924,12
ENSG00000112378,PERP,Gene Expression,0.17627141673111832,0.0,0.0,300,0.00258952512558017,65
ENSG00000196466,ZNF799,Gene Expression,0.17302195089954728,0.0,0.0,3,1.0439969982531663e-05,3
ENSG00000213639,PPP1CB,Gene Expression,0.1710192584051742,0.0,0.0,67,0.000777038882724418,44
ENSG00000069482,GAL,Gene Expression,0.16990696892972332,0.0,0.0,278,0.0045066221757207375,33
ENSG00000186395,KRT10,Gene Expression,0.16986579203151997,0.0,0.0,4142,0.10661085144793568,146
ENSG00000117394,SLC2A1,Gene Expression,0.1643254158603079,0.0,0.0,45,0.0003589460648539946,26
ENSG00000010030,ETV7,Gene Expression,0.16413609093426543,0.0,0.0,4,2.1767089755401926e-05,4
ENSG00000110841,PPFIBP1,Gene Expression,0.16409611492695186,0.0,0.0,17,9.930163430354796e-05,13
ENSG00000170906,NDUFA3,Gene Expression,0.1624785572007007,0.0,0.0,23,0.00014098467643761472,15
ENSG00000160213,CSTB,Gene Expression,0.16025638278423085,0.0,0.0,161,0.0018290260265992366,48
ENSG00000165548,TMEM63C,Gene Expression,0.16001828728671538,0.0,0.0,7,3.4806920500077046e-05,7
ENSG00000188522,FAM83G,Gene Expression,0.15999597220896541,0.0,0.0,45,0.00034599812848642,31
ENSG00000265808,SEC22B,Gene Expression,0.15802951981516197,0.0,0.0,19,0.00012587136162044802,15
ENSG00000083123,BCKDHB,Gene Expression,0.1567328997098208,0.0,0.0,23,0.00017407631595466898,15
ENSG00000123575,FAM199X,Gene Expression,0.1529177667941343,0.0,0.0,8,4.6148157840049366e-05,8
ENSG00000137747,TMPRSS13,Gene Expression,0.15204059720844457,0.0,0.0,9,6.78950714138132e-05,9
ENSG00000213927,CCL27,Gene Expression,0.15156638655810917,0.0,0.0,40,0.00029777867473423415,24
ENSG00000170439,METTL7B,Gene Expression,0.15154805642580138,0.0,0.0,9,5.486783876180998e-05,7
ENSG00000124333,VAMP7,Gene Expression,0.15078026687438476,0.0,0.0,11,5.398481943745078e-05,9
ENSG00000130313,PGLS,Gene Expression,0.14846638809725385,0.0,0.0,26,0.0001490137069439951,17
ENSG00000005187,ACSM3,Gene Expression,0.14827331836344765,0.0,0.0,9,5.521006033551932e-05,7
ENSG00000115255,REEP6,Gene Expression,0.14807047416992686,0.0,0.0,14,9.101480683109965e-05,8
ENSG00000188428,BLOC1S5,Gene Expression,0.14629626682089608,0.0,0.0,9,5.0152886283283644e-05,7
ENSG00000165140,FBP1,Gene Expression,0.14584631570435524,0.0,0.0,43,0.0013078315618615804,25
ENSG00000179085,DPM3,Gene Expression,0.145092351688864,0.0,0.0,12,6.79294825294097e-05,9
ENSG00000100024,UPB1,Gene Expression,0.14459876937391633,0.0,0.0,10,4.550736417827713e-05,7
ENSG00000136156,ITM2B,Gene Expression,0.14415701111903956,0.0,0.0,545,0.007850624348374647,92
ENSG00000027001,MIPEP,Gene Expression,0.14177063362256867,0.0,0.0,12,7.077577199611375e-05,7
ENSG00000101236,RNF24,Gene Expression,0.1383248221614374,0.0,0.0,9,4.8660138167571275e-05,7
ENSG00000155066,PROM2,Gene Expression,0.13584525272639808,0.0,0.0,45,0.00030314569221810884,29
ENSG00000099308,MAST3,Gene Expression,0.13517504657478857,0.0,0.0,8,3.944746006469629e-05,8
ENSG00000119888,EPCAM,Gene Expression,0.13494665967455163,0.0,0.0,7,0.00011800874600733967,5
ENSG00000188493,C19orf54,Gene Expression,0.13428866931880354,0.0,0.0,5,1.9906159063692684e-05,4
ENSG00000166821,PEX11A,Gene Expression,0.1340018400298117,0.0,0.0,13,7.954203746419417e-05,11
ENSG00000169509,CRCT1,Gene Expression,0.13291189448325935,0.0,0.0,44,0.0002885359945104084,19
ENSG00000112406,HECA,Gene Expression,0.13259209559507798,0.0,0.0,21,0.00015305884224463254,14
ENSG00000165280,VCP,Gene Expression,0.13200044510218403,0.0,0.0,47,0.0003773258156809856,30
ENSG00000165678,GHITM,Gene Expression,0.1319093753562658,0.0,0.0,44,0.0003185780725364672,30
ENSG00000169035,KLK7,Gene Expression,0.13158944793801303,0.0,0.0,59,0.00050471150645136,26
ENSG00000146070,PLA2G7,Gene Expression,0.130512430427775,0.0,0.0,11,7.707770168797015e-05,8
ENSG00000119673,ACOT2,Gene Expression,0.1303095026752987,0.0,0.0,11,4.9801490299462664e-05,8
ENSG00000127125,PPCS,Gene Expression,0.1302657423775962,0.0,0.0,10,4.448529962259955e-05,8
ENSG00000130176,CNN1,Gene Expression,0.12970421939499296,0.0,0.0,12,0.00043431348373451406,4
ENSG00000164687,FABP5,Gene Expression,0.1280841109531651,0.0,0.0,55,0.0003611288569663404,23
ENSG00000197857,ZNF44,Gene Expression,0.12808402198566965,0.0,0.0,10,0.00011738592717661963,10
ENSG00000143870,PDIA6,Gene Expression,0.12789330897439963,0.0,0.0,37,0.0003040654449271256,24
ENSG00000132912,DCTN4,Gene Expression,0.1270082523184598,0.0,0.0,21,0.00014561341679279491,18
ENSG00000187118,CMC1,Gene Expression,0.12523472876837338,0.0,0.0,11,7.447424756268688e-05,10
ENSG00000161249,DMKN,Gene Expression,0.1242807715084557,0.0,0.0,272,0.0030163811490832655,59
ENSG00000147160,AWAT2,Gene Expression,0.12332538399707205,0.0,0.0,152,0.0023384584517419566,28
ENSG00000105552,BCAT2,Gene Expression,0.12306860247624701,0.0,0.0,30,0.00025351564269813674,16
ENSG00000160113,NR2F6,Gene Expression,0.12227677327488472,0.0,0.0,12,7.006153967844696e-05,10
ENSG00000110400,NECTIN1,Gene Expression,0.1222540478821134,0.0,0.0,49,0.0003067370884011784,28
ENSG00000101294,HM13,Gene Expression,0.12219802650891558,0.0,0.0,7,7.714460726469265e-05,7
ENSG00000166886,NAB2,Gene Expression,0.12208903777348022,0.0,0.0,15,9.128793571967132e-05,14
ENSG00000132646,PCNA,Gene Expression,0.12175707951704136,0.0,0.0,19,0.00011016137703867948,14
ENSG00000148843,PDCD11,Gene Expression,0.12145855171056073,0.0,0.0,10,6.57154713851654e-05,10
ENSG00000261150,EPPK1,Gene Expression,0.12119047457076529,0.0,0.0,87,0.0008065747749845934,33
ENSG00000119912,IDE,Gene Expression,0.12075299946934134,0.0,0.0,23,0.00012816611407397895,16
ENSG00000065526,SPEN,Gene Expression,0.11910406502185415,0.0,0.0,10,6.31391077190547e-05,8
ENSG00000138780,GSTCD,Gene Expression,0.11854773191055508,0.0,0.0,3,1.2762757690634061e-05,3
ENSG00000130779,CLIP1,Gene Expression,0.1180970377303903,0.0,0.0,50,0.000404174303605898,31
ENSG00000179981,TSHZ1,Gene Expression,0.11767599206475879,0.0,0.0,9,6.12249873031456e-05,9
ENSG00000117139,KDM5B,Gene Expression,0.1174290188861417,0.0,0.0,25,0.00020979227724256299,20
ENSG00000167757,KLK11,Gene Expression,0.11675142543975534,0.0,0.0,26,0.00018862380855455264,17
ENSG00000065809,FAM107B,Gene Expression,0.11660216819149703,0.0,0.0,17,0.00011465272067356463,15
ENSG00000006652,IFRD1,Gene Expression,0.11658665465715738,0.0,0.0,9,4.9844851649220844e-05,8
ENSG00000172782,FADS6,Gene Expression,0.11617330556278575,0.0,0.0,11,6.366043466253815e-05,11
ENSG00000196235,SUPT5H,Gene Expression,0.11591249191424745,0.0,0.0,22,0.00018768818174646313,17
ENSG00000205336,ADGRG1,Gene Expression,0.11497923145346865,0.0,0.0,33,0.0001827435161143026,17
ENSG00000151365,THRSP,Gene Expression,0.11433189331101733,0.0,0.0,125,0.001095361700404579,24
ENSG00000114054,PCCB,Gene Expression,0.11405828539780682,0.0,0.0,9,8.545524360535441e-05,8
ENSG00000198721,ECI2,Gene Expression,0.11319312216308772,0.0,0.0,6,3.2536097292166465e-05,5
ENSG00000153989,NUS1,Gene Expression,0.1127696878518632,0.0,0.0,5,2.7616109428097085e-05,4
ENSG00000198408,OGA,Gene Expression,0.11273634556258467,0.0,0.0,28,0.0002448600096209349,23
ENSG00000274808,TBC1D3B,Gene Expression,0.11244745772004888,0.0,0.0,18,0.0001109173890927099,13
ENSG00000105135,ILVBL,Gene Expression,0.11240195072448901,0.0,0.0,20,0.00011699306000038142,14
ENSG00000155158,TTC39B,Gene Expression,0.11234451220372556,0.0,0.0,35,0.00021147416616564829,23
ENSG00000178038,ALS2CL,Gene Expression,0.11229412703078441,0.0,0.0,19,9.677333528645885e-05,12
ENSG00000065833,ME1,Gene Expression,0.11218364816661336,0.0,0.0,54,0.0006276711163566256,24
ENSG00000132463,GRSF1,Gene Expression,0.11200061688673642,0.0,0.0,34,0.00023179988399507024,23
ENSG00000165209,STRBP,Gene Expression,0.11162725994209523,0.0,0.0,7,4.410617001689282e-05,7
ENSG00000104408,EIF3E,Gene Expression,0.11153991076357986,0.0,0.0,12,8.744443270570407e-05,11
ENSG00000204020,LIPN,Gene Expression,0.11152197169822,0.0,0.0,5,2.3963970294074204e-05,5
ENSG00000130770,ATP5IF1,Gene Expression,0.11138983542260057,0.0,0.0,42,0.00029425748269849166,26
ENSG00000170365,SMAD1,Gene Expression,0.11130521959164373,0.0,0.0,4,2.315026287771789e-05,4
ENSG00000110906,KCTD10,Gene Expression,0.11081795916119894,0.0,0.0,5,4.219684187166089e-05,5
ENSG00000167768,KRT1,Gene Expression,0.11047726811358512,0.0,0.0,1855,0.037340008679528254,96
ENSG00000008018,PSMB1,Gene Expression,0.11035867954000762,0.0,0.0,51,0.00033277884019562547,31
ENSG00000182372,CLN8,Gene Expression,0.11025038853492837,0.0,0.0,22,0.00011051584468961542,12
ENSG00000188690,UROS,Gene Expression,0.10997249794260139,0.0,0.0,5,3.142150597989078e-05,5
ENSG00000100911,PSME2,Gene Expression,0.10954649429706148,0.0,0.0,12,4.6532981033444924e-05,10
ENSG00000167644,C19orf33,Gene Expression,0.10939595879861161,0.0,0.0,85,0.0008152129160761298,40
ENSG00000221988,PPT2,Gene Expression,0.10931371272453405,0.0,0.0,10,7.80615031585141e-05,9
ENSG00000106588,PSMA2,Gene Expression,0.10910019557179945,0.0,0.0,41,0.00032055526778276887,24
ENSG00000198729,PPP1R14C,Gene Expression,0.10894059424588702,0.0,0.0,41,0.00028964887692318895,20
ENSG00000116729,WLS,Gene Expression,0.10785855598185695,0.0,0.0,21,0.00013156943273857257,17
ENSG00000167107,ACSF2,Gene Expression,0.10768614877886025,0.0,0.0,10,5.439576349335972e-05,7
ENSG00000111863,ADTRP,Gene Expression,0.10752871966287543,0.0,0.0,16,9.08658530668462e-05,11
ENSG00000016402,IL20RA,Gene Expression,0.10731903422977067,0.0,0.0,13,6.544976284960814e-05,8
ENSG00000136688,IL36G,Gene Expression,0.106878374167745,0.0,0.0,8,4.8630067567180204e-05,5
