Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000161634,DCD,Gene Expression,0.541865227828947,0.0,0.0,6833,1.4404092708297056,262
ENSG00000143546,S100A8,Gene Expression,0.5345359809798415,0.0,0.0,173171,19.96936840145551,952
ENSG00000163220,S100A9,Gene Expression,0.5263247713759343,0.0,0.0,189558,21.219615185504267,960
ENSG00000172551,MUCL1,Gene Expression,0.46077669764309886,0.0,0.0,4522,0.8664195414089164,372
ENSG00000241794,SPRR2A,Gene Expression,0.4101868537614483,0.0,0.0,23591,2.0707269380263895,654
ENSG00000135480,KRT7,Gene Expression,0.38857794809726026,0.0,0.0,831,0.15943546289765168,112
ENSG00000163216,SPRR2D,Gene Expression,0.3794339982941977,0.0,0.0,16388,1.4008312975232375,564
ENSG00000124935,SCGB1D2,Gene Expression,0.3643996035050572,0.0,0.0,708,0.10492080543425045,96
ENSG00000161798,AQP5,Gene Expression,0.3640147016863528,0.0,0.0,618,0.12836434420514997,113
ENSG00000064651,SLC12A2,Gene Expression,0.35804998805317045,0.0,0.0,1690,0.3487951086854678,217
ENSG00000186395,KRT10,Gene Expression,0.3579459001566226,0.0,0.0,26658,2.745645610908137,747
ENSG00000143556,S100A7,Gene Expression,0.35754023417687175,0.0,0.0,37195,4.312311298648849,821
ENSG00000186832,KRT16,Gene Expression,0.3559928317557034,0.0,0.0,32999,3.121428164168813,742
ENSG00000159763,PIP,Gene Expression,0.3512839550427555,0.0,0.0,956,0.20011468584146855,114
ENSG00000164687,FABP5,Gene Expression,0.35026929477354807,0.0,0.0,20478,2.1680976381587955,711
ENSG00000105427,CNFN,Gene Expression,0.34904840387454017,0.0,0.0,8369,0.6720797830221086,443
ENSG00000124102,PI3,Gene Expression,0.32840528565373317,0.0,0.0,17510,1.5755027320455233,622
ENSG00000188508,KRTDAP,Gene Expression,0.326730667936906,0.0,0.0,27578,2.90985821411186,745
ENSG00000167768,KRT1,Gene Expression,0.32215573412887677,0.0,0.0,11540,1.1075211465271013,562
ENSG00000186847,KRT14,Gene Expression,0.31028353550173493,0.0,0.0,24446,3.2759955945317563,781
ENSG00000110484,SCGB2A2,Gene Expression,0.3073299841293553,0.0,0.0,834,0.15044368292422836,93
ENSG00000117115,PADI2,Gene Expression,0.28751442768629454,0.0,0.0,302,0.054231506470544186,83
ENSG00000121552,CSTA,Gene Expression,0.2858971279506796,0.0,0.0,7133,0.619770115721521,444
ENSG00000186081,KRT5,Gene Expression,0.28439150517912204,0.0,0.0,29070,4.278934733539212,831
ENSG00000175084,DES,Gene Expression,0.26846117353504423,0.0,0.0,190,0.035004307448620764,44
ENSG00000165272,AQP3,Gene Expression,0.26602552523418,0.0,0.0,5574,0.6105809286262507,502
ENSG00000159516,SPRR2G,Gene Expression,0.26341012437485245,0.0,0.0,6516,0.5917158195335347,393
ENSG00000185479,KRT6B,Gene Expression,0.2608361559908908,0.0,0.0,15309,1.835426139031971,699
ENSG00000104332,SFRP1,Gene Expression,0.26038475869684014,0.0,0.0,637,0.13739900411769934,148
ENSG00000160862,AZGP1,Gene Expression,0.259424787849915,0.0,0.0,1520,0.21658831248175278,222
ENSG00000211893,IGHG2,Gene Expression,0.25316044860301434,0.0,0.0,626,0.2259030567469283,193
ENSG00000184330,S100A7A,Gene Expression,0.25225729997610646,0.0,0.0,8412,0.8967524067294248,547
ENSG00000141750,STAC2,Gene Expression,0.24936919420805043,0.0,0.0,382,0.08081834800299649,90
ENSG00000187134,AKR1C1,Gene Expression,0.24401272367265028,0.0,0.0,521,0.10508447032262597,144
ENSG00000162078,ZG16B,Gene Expression,0.23909326007231144,0.0,0.0,379,0.057239898026979034,109
ENSG00000175315,CST6,Gene Expression,0.23841955619680602,0.0,0.0,1193,0.30651561383361736,278
ENSG00000159337,PLA2G4D,Gene Expression,0.23709104426681618,0.0,0.0,2343,0.19645895904037747,274
ENSG00000162896,PIGR,Gene Expression,0.23621987828790272,0.0,0.0,67,0.006703155245234971,30
ENSG00000189001,SBSN,Gene Expression,0.2346946670775028,0.0,0.0,11666,1.2737593451184221,598
ENSG00000168542,COL3A1,Gene Expression,0.2328877272384297,0.0,0.0,3451,2.5905810322214102,770
ENSG00000244094,SPRR2F,Gene Expression,0.2319120435272504,0.0,0.0,3820,0.35651163196451924,335
ENSG00000153246,PLA2R1,Gene Expression,0.23025888571235953,0.0,0.0,674,0.1182772853174861,186
ENSG00000163975,MELTF,Gene Expression,0.23015678269293322,0.0,0.0,426,0.07608703668987724,89
ENSG00000106211,HSPB1,Gene Expression,0.22641625221197553,0.0,0.0,11436,1.410965363167478,650
ENSG00000171346,KRT15,Gene Expression,0.22573060712813223,0.0,0.0,1533,0.2094710939485376,287
ENSG00000163202,LCE3D,Gene Expression,0.22322897292972607,0.0,0.0,3595,0.34261342042645404,324
ENSG00000139433,GLTP,Gene Expression,0.22138529797800363,0.0,0.0,7483,0.8136008040083691,516
ENSG00000131771,PPP1R1B,Gene Expression,0.21937819398718786,0.0,0.0,290,0.04756765697083192,74
ENSG00000165215,CLDN3,Gene Expression,0.21856401573747375,0.0,0.0,57,0.0069595623357424745,33
ENSG00000211592,IGKC,Gene Expression,0.21673128827637106,0.0,0.0,838,0.26885549510773105,241
ENSG00000236699,ARHGEF38,Gene Expression,0.21571615074150344,0.0,0.0,29,0.002602476668236105,23
ENSG00000170525,PFKFB3,Gene Expression,0.21111394915405748,0.0,0.0,550,0.09111336017129708,166
ENSG00000164128,NPY1R,Gene Expression,0.2102686015533748,0.0,0.0,158,0.025628010531889258,61
ENSG00000108821,COL1A1,Gene Expression,0.20566700710342625,0.0,0.0,3495,2.4147010126111126,754
ENSG00000165949,IFI27,Gene Expression,0.20529119191405956,0.0,0.0,5010,0.5414991544001703,449
ENSG00000136688,IL36G,Gene Expression,0.2049335330253006,0.0,0.0,2330,0.20519252689769685,269
ENSG00000169035,KLK7,Gene Expression,0.20315706025692307,0.0,0.0,3269,0.31826310059035756,354
ENSG00000170421,KRT8,Gene Expression,0.20282068778067758,0.0,0.0,471,0.0935900496100634,119
ENSG00000150593,PDCD4,Gene Expression,0.20245869020445026,0.0,0.0,1200,0.23699715558601708,269
ENSG00000162105,SHANK2,Gene Expression,0.2013232729552683,0.0,0.0,49,0.005958292899642133,33
ENSG00000167755,KLK6,Gene Expression,0.20024821166074305,0.0,0.0,2723,0.2579413262888738,306
ENSG00000135046,ANXA1,Gene Expression,0.19976453632091273,0.0,0.0,5747,0.6438967638819544,496
ENSG00000104490,NCALD,Gene Expression,0.1978664709904457,0.0,0.0,273,0.04614483540607367,76
ENSG00000163399,ATP1A1,Gene Expression,0.19748283950875617,0.0,0.0,3036,0.5714744195027112,450
ENSG00000197409,HIST1H3D,Gene Expression,0.19188534823897227,0.0,0.0,957,0.11253466331013472,251
ENSG00000067992,PDK3,Gene Expression,0.18776588392544802,0.0,0.0,416,0.07667153017936358,115
ENSG00000100146,SOX10,Gene Expression,0.18744334535940357,0.0,0.0,169,0.02652833298222557,80
ENSG00000107796,ACTA2,Gene Expression,0.18567696937436814,0.0,0.0,1181,0.34069801776816583,292
ENSG00000065534,MYLK,Gene Expression,0.1855144459467764,0.0,0.0,419,0.07822633438948816,153
ENSG00000115112,TFCP2L1,Gene Expression,0.18480284231560676,0.0,0.0,396,0.06942493340229278,139
ENSG00000214128,TMEM213,Gene Expression,0.18462915041553918,0.0,0.0,61,0.007291744501675234,31
ENSG00000169302,STK32A,Gene Expression,0.18363965756085995,0.0,0.0,77,0.009686811097533908,45
ENSG00000163485,ADORA1,Gene Expression,0.18258286306141536,0.0,0.0,82,0.009498608128074645,46
ENSG00000160213,CSTB,Gene Expression,0.18239341650976995,0.0,0.0,10073,1.2812985821092557,647
ENSG00000189334,S100A14,Gene Expression,0.17827650501817574,0.0,0.0,6010,0.6977854951233183,507
ENSG00000143153,ATP1B1,Gene Expression,0.17547241788792595,0.0,0.0,2942,0.49605923589368,380
ENSG00000172164,SNTB1,Gene Expression,0.17340176416539244,0.0,0.0,57,0.0059410325000316564,39
ENSG00000161249,DMKN,Gene Expression,0.1722007616697773,0.0,0.0,3098,0.33803645394117643,388
ENSG00000167656,LY6D,Gene Expression,0.17151374230537447,0.0,0.0,4208,0.48263863197909457,451
ENSG00000184357,HIST1H1B,Gene Expression,0.16973754498053195,0.0,0.0,1376,0.16873880677154013,287
ENSG00000130038,CRACR2A,Gene Expression,0.16879087578202018,0.0,0.0,159,0.02870400212909637,77
ENSG00000134760,DSG1,Gene Expression,0.16864761548644752,0.0,0.0,5052,0.5740452725335057,481
ENSG00000111057,KRT18,Gene Expression,0.1644964611786032,0.0,0.0,361,0.10792034926037208,100
ENSG00000185966,LCE3E,Gene Expression,0.16400442025112244,0.0,0.0,1037,0.08779048495056922,175
ENSG00000206072,SERPINB11,Gene Expression,0.16396890764478886,0.0,0.0,3,5.926787082363934e-05,3
